Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Freddys Bistro,https://www.freddysbistro.com,35361418749,-8.6306486,52.6610136,Limerick,Limerick City,Ireland,"Food and Drink,Restaurant,Seafood"
The Old Ship,http://www.theoldship.ie,35340232271,-6.15388889999999,52.7983333,Wicklow,Arklow,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Christy's Lounge and Bar,https://www.facebook.com/christysbararklow,35340229029,-6.1532449,52.7981689,Wicklow,Arklow,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Vegetarian"
Fallon's Bar & Café,http://www.fallonb.ie,35345481260,-6.74185,53.131511,Kildare,Kilcullen,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Murty Rabbitt's ,https://www.facebook.com/Murty-Rabbitts-170087023085549/?rf=192316184117671,35391566490,-9.0469793,53.2748229,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Pink Elephant,http://www.pinkelephant.ie,353238849608,-8.683142,51.645758,Cork,Kilbrittain,Ireland,"Food and Drink,Restaurant"
West Wicklow House,http://westwicklowhouse.com,35345865214,-6.5320104,53.1715082,Wicklow,Blessington,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
Phelan Licensed Grocer,https://ie.publocation.com/pubs/wicklow/rathdrum/phelan-licensed-grocer,35340446368,-6.259712,52.903368,Wicklow,Rathdrum,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Oysterhaven Centre,http://www.oysterhaven.com/activity-centre-cork/home,353214770738,-8.4375,51.7016667,Cork,,Ireland,"Kitesurfing,Windsurfing,Activity Operator,Sailing"
P. Egan's Bar,https://pegansbar.ie/,353906482014,-7.7217311,53.3959283,Westmeath,Moate,Ireland,"Food and Drink,Pubs and Bar"
Ryans Bar and Lounge,https://www.facebook.com/HelloRyans,35361378104,-8.4048783,52.710591,Tipperary,Cork Rd,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Tatler Jack,https://www.tatlerjack.ie/restaurant,353646632361,-9.5083516,52.0585175,Kerry,Killarney,Ireland,"Food and Drink,Pubs and Bar"
O'Flaherty's Dingle,https://www.facebook.com/pages/category/Pub/OFlahertys-Bar-152400028229362,353669151983,-10.270922,52.139074,Kerry,Dingle,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Kings Head,https://www.thekingshead.ie/,35391566630,-9.053295,53.272128,Galway,,Ireland,"Food and Drink,Restaurant,Venue,Comedy,Music,Pubs and Bar"
Beyond the Glass 8 Day Explorer Tour,https://www.beyondtheglass.ie/,353863850398,-8.4647844,51.9003008,Cork,,Ireland,"Cycling,Walking,Activity Operator,Day Tour,Tour,Boat"
Linnane's Lobster Bar,https://www.linnanesbar.com,353657078120,-9.07583479999999,53.1559592,Clare,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Secret Ireland Escapes,http://www.secretirelandescapes.com,+353(0)876754814,-8.4475152,52.808886,Clare,Killaloe,Ireland,"Activity Operator,Boat,Tour"
Larkin's Bar and Restaurant,https://larkins.ie/pub-snug,3536723232,-8.3456587,52.9046177999999,Tipperary,Garrykennedy,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Gertie Browne,https://www.facebook.com/GertieBrownesBar,353906473077,-7.940225,53.423618,Westmeath,Athlone,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Sean's Bar,https://www.seansbar.ie,353906492358,-7.9423362,53.4226598,Westmeath,Athlone,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Considine’s Bar,https://www.facebook.com/considines,353877986513,-9.4215617,52.9528042,Clare,Liscannor,Ireland,"Food and Drink,Pubs and Bar"
Fanny O'Dea's,https://www.facebook.com/fannyodeas,353656834143,-9.17241849999999,52.739523,Clare,Lissycasey,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Dooks Fine Foods,http://www.instagram.com/dooksfinefoods,353526130828,-7.6999485,52.4654,Tipperary,Fethard,Ireland,"Food and Drink,Restaurant"
The Glen Tavern Pub,http://www.glentavern.ie,35361411380,-8.6306355,52.6612357,Limerick,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Oarsman Pub,http://theoarsman.com,353719621733,-8.094772,53.943912,Leitrim,,Republic of Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Maddens Bridge Bar,https://www.maddensbridgebar.ie/,353719842050,-8.2811273,54.4774322,Donegal,Bundoran,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Vegetarian"
WB's Coffee House,https://wbscoffeehouse.ie/,353719141883,-8.4732524,54.2724479,Sligo,,Ireland,"Food and Drink,Restaurant,Cafe,Food Shops,Shopping"
Terra Firma Ireland,https://terrafirmaireland.com/,353892409015,-9.5508,53.8942483,Mayo,Newport,Ireland,"Transport,Learning,Walking,Activity Operator,Tour,Coach,Road"
Skelligs Chocolate Company,http://www.skelligschocolate.com,353669479119,-10.3299805,51.8459939,Kerry,,Ireland,"Food and Drink,Restaurant,Shopping,Cafe,Food Shops"
Wild Atlantic Sports - Cycling Tours,https://wildatlanticsports.com/,353871032317,-8.5196587,51.7031752,Cork,Kinsale,Ireland,"Cycling,Activity Operator,Bike Rental,Tour"
Carlingford Lough Ferry,https://www.carlingfordferry.com,+353(0)1800938004,-6.13183572990658,54.0342728756446,Louth,Greenore,Ireland,"Transport,Sailing,Activity Operator,Coach,Road"
Farrelly's Coaches,http://www.farrellyscoaches.com,+353(0)433322222,-7.79933660845949,53.6077247861351,Longford,Kenagh,Republic of Ireland,"Transport,Coach,Road"
Emerald Star,http://www.emeraldstar.ie,353719627633,-8.0979184,53.9438609,Leitrim,,Ireland,"Cruising,Activity Operator,Boat,Tour"
Barrowline Cruisers,https://www.barrowline.ie/,353578626060,-7.099672,53.076479,Laois,Vicarstown,Republic of Ireland,"Cruising,Activity Operator,Boat,Tour"
Club Choice Ireland,https://www.clubchoiceireland.com,35318011490,-6.3208015,52.2397073,Wexford,Kilrane,Ireland,"Golf,Activity Operator,Venue,Sports Venues"
Osta Cafe & Wine Bar,http://www.instagram.com/ostacafesligo/?hl=en,353719144639,-8.4738697,54.272084,Sligo,,Ireland,"Food and Drink,Restaurant,Cafe"
Judge Roy Beans,http://www.judgeroybeans.ie/home,35345438077,-6.800477,53.1786945,Kildare,Newbridge,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Harrigan’s Bar and Restaurant,http://www.harrigans.ie,35345487704,-6.7947088048935,53.1822630609845,Kildare,Newbridge,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Dew Drop Gastropub,https://dewdropinn.ie,35345877755,-6.59268499999999,53.2476652999999,Kildare,Kill,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
The Orchard Centre,http://www.theorchardcentre.ie,35340234940,-6.4012313,52.7916815,Wicklow,Tinahely,Ireland,"Activity Operator,Adventure Park"
Hertz Rent a Car,http://www.hertz.ie,+353(0)539152500Wexford,-6.456079,52.344114,Wexford,Ferrybank,Republic of Ireland,"Transport,Coach,Road"
McGinleys Pub & Off Sales,https://www.facebook.com/mcginleys.bar,353749131150,-7.783744,54.799512,Donegal,Ballybofey,Republic of Ireland,"Food and Drink,Pubs and Bar,Food Shops,Shopping"
Golden's of Kells Craft Shop & Restaurant,https://www.facebook.com/goldensofkells/,353669477601,-10.098386,52.012986,Kerry,Kells,Republic of Ireland,"Restaurant,Craft,Shopping,Shopping Centres and Department Store,Food and Drink,Food Shops"
Casey's Skellig Boat Trips,http://www.skelligislands.com,+353(0)669472437,-10.3693339931225,51.8837274514345,Kerry,Portmagee,Republic of Ireland,"Bird Watching,Nature and Wildlife,Cruising,Activity Operator,Boat,Tour"
Rally School Ireland,http://www.rallyschoolireland.ie,3534789098,-7.097166,54.268386,Monaghan,Scotstown,Republic of Ireland,Activity Operator
Carrickmacross Lace Gallery,https://www.carrickmacrosslace.ie/,353429664176,-6.71900629999999,53.9777543999999,Monaghan,Carrickmacross,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
VOYA Seaweed Baths,https://www.voyaseaweedbaths.com/  ,353719168686,-8.6094589,54.2700881,Sligo,Strandhill,Ireland,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa"
Small Escorted Tours of Ireland,http://www.irelandescorted.com,+353(0)567727322,-7.23658248250964,52.5825362078813,Kilkenny,,Republic of Ireland,"Activity Operator,Tour"
Scenic Passage East Ferry,http://www.passageferry.ie,+353(0)51382480,-6.97282523677063,52.2402467039509,Waterford,Passage East,Republic of Ireland,"Transport,Coach,Road"
Barry's Coaches Ltd.,http://www.barryscoaches.com,+353(0)214505390,-8.465772,51.91024,Cork,Cork City,Republic of Ireland,"Transport,Coach,Road"
Louis Mulcahy Pottery,https://louismulcahy.com/,353669156229,-10.4536382,52.1538344,Kerry,Clogher,Ireland,"Craft,Shopping,Learning,Cafe,Food and Drink,Food Shops"
Rolf's Country House Restaurant & Wine Bar,https://rolfscountryhouse.com/restaurant/,3532820289,-9.3684289,51.4792193,Cork,Baltimore,Ireland,"Food and Drink,Restaurant"
Perks Entertainment Centre,https://www.perksfunfair.com/,3532492438,-7.85888889999999,51.9408333,Cork,Youghal,Ireland,"Activity Operator,Cafe,Food and Drink"
Beaufort Bar and Restaurant,http://www.beaufortbar.com,353646644032,-9.633156,52.069846,Kerry,Beaufort,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Blind Piper Restaurant,https://blindpiperpub.ie,353669475126,-10.1007673,51.7696102,Kerry,Caherdaniel,Ireland,"Food and Drink,Restaurant"
Toy Soldier Factory & Visitor Centre,https://toysoldierfactory.ie/,3532640222,-9.082187,51.900673,Cork,,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Activity Operator,Cafe,Food and Drink,Food Shops"
O'Connor's Bar & Lounge,https://www.facebook.com/pages/category/Pub/OConnors-Bar-and-Lounge-341635423098/,353719167267,-8.50879199999999,54.209874,Sligo,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Laurels,http://www.thelaurelspub.com,353646631149,-9.50927309999999,52.0593367999999,Kerry,Killarney,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Bridge Mills Galway Language Centre,http://www.galwaylanguage.com,35391566468,-9.0565047,53.2714383,Galway,,Ireland,Learning
Donegal English Language School,http://www.donegallanguageschool.com,353719841288,-8.299591,54.47651,Donegal,Bundoran,Republic of Ireland,Learning
WELC  -Waterford English Language Centre,http://www.welc.ie,35351877288,-7.10328099999999,52.252016,Waterford,,Ireland,Learning
O’Reilly’s Bar & Kitchen,http://www.oreillysbar.ie,35391522610,-9.0766372,53.2595863,Galway,,Ireland,"Food and Drink,Restaurant,Pubs and Bar,Seafood"
The Spirit Store,http://www.spiritstore.ie,353429352697,-6.39005829999999,54.0089842,Louth,Dundalk,Ireland,"Food and Drink,Venue,Comedy,Music,Pubs and Bar"
Chez Christophe,https://www.facebook.com/chezchristophetralee,353667181562,-9.7038691,52.2697118,Kerry,Tralee,Ireland,"Food and Drink,Restaurant"
Carlow Tours,http://www.carlowtours.ie,353876509880,-6.9324622015747,52.8360405512148,Carlow,Carlow Town,Ireland,"Activity Operator,Tour"
Farm Tours Ireland Limited,http://www.farmtoursireland.com,+353(0)872227869,-6.38926176471557,53.897899644428,Louth,Castlebellingham,Ireland,"Activity Operator,Tour"
il Pomo D'oro,http://ilpomodoro.ie,353667194618,-9.70961539999999,52.2676753999999,Kerry,Tralee,Ireland,"Food and Drink,Restaurant"
Killarney Guided Tours,https://killarneyguidedtours.biz/,353872309567,-9.5300388,52.0772509,Kerry,Killarney,Ireland,"Transport,Walking,Activity Operator,Tracing Your Ancestors,Tour,Coach,Road"
All Things Connemara,https://www.connemara.net/things-connemara,3539522630,-10.0206564,53.4875722,Galway,Clifden,Ireland,"Shopping,Shopping Centres and Department Store,Activity Operator,Bike Rental,Cycling,Food Shops"
The Castle Café,https://castlecafe.ie/,353214357911,-8.402577,51.8998619,Cork,Blackrock,Ireland,"Food and Drink,Restaurant,Cafe"
Clifden Bike Shop,https://clifdenbikeshop.ie/,3539522630,-10.020585,53.4875486,Galway,Clifden,Ireland,"Cycling,Bike Rental"
Cycle West Cork,http://cyclewestcork.com/,353873921894,-9.2649766,51.5481053,Cork,Skibbereen,Ireland,"Cycling,Activity Operator,Bike Rental,Tour"
Walsh's Bakery & Coffee Shop,http://www.walshsbakery.com,3539521283,-10.021141,53.487637,Galway,Clifden,Ireland,"Food and Drink,Restaurant,Cafe"
Wilderness Ireland,https://www.wildernessireland.com/,35391457898,-8.4834937,54.1812587,Sligo,Collooney,Ireland,"Cycling,Kayaking,Activity Operator,Walking,Day Tour,Tour"
Courthouse Restaurant - Monaghan,https://www.courthouserestaurant.ie,353429692848,-6.719359,53.9781104,Monaghan,Carrickmacross,Ireland,"Food and Drink,Restaurant"
Harrys Bar and Gastro Pub,https://www.facebook.com/HarrysGastroPub,353719177173,-8.55683889999999,54.3056585,Sligo,Rosses Point,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Monasterboice Inn,https://monasterboice-inn.ie/restaurant,353419837383,-6.399683,53.769402,Louth,Drogheda,Ireland,"Food and Drink,Restaurant"
High Café,https://www.highcafe.ie/,35391532648,-9.0536747,53.2716826,Galway,Galway City,Ireland,"Food and Drink,Restaurant,Cafe"
The Old Stand,http://theoldstandshanagolden.com,3536960780,-9.10075,52.5743419999999,Limerick,Shanagolden,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Pizza & Pasta Napoli,https://www.facebook.com/PizzaPastaNapoli,35391532806,-9.05416129999999,53.2714713999999,Galway,,Ireland,"Food and Drink,Restaurant"
McCambridge's,https://mccambridges.com/,35391562259,-9.05236,53.2729718999999,Galway,,Ireland,"Shopping,Shopping Centres and Department Store,Food Shops"
Lemon Leaf Café,https://lemonleafcafe.ie,353214709792,-8.524089,51.705563,Cork,Kinsale,Ireland,"Food and Drink,Restaurant,Cafe"
Salvi's Café,https://www.facebook.com/pages/category/Cafe/Salvis-Cafe-317478732362415,353863344703,-8.5224723,51.7061603,Cork,Kinsale,Ireland,"Food and Drink,Restaurant,Cafe"
Poppy Seed Café Clarinbridge,https://poppyseed.ie/,35391796019,-8.88146219999999,53.2273271,Galway,Clarinbridge,Ireland,"Food and Drink,Restaurant,Cafe"
Poppy Seed Café,https://poppyseed.ie,35391795191,-8.930073,53.2674429999999,Galway,Oranmore,Ireland,"Food and Drink,Restaurant,Cafe"
Cosy Joe's,https://cosyjoesbar.ie,3539829403,-9.5220284,53.7994880999999,Mayo,Westport,Ireland,"Food and Drink,Pubs and Bar"
Henrys Bar & Restaurant,http://henrysrestaurant.ie,353719173985,-8.5225941,54.3601406,Sligo,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Thomond Bar,http://www.thomond-bar.20m.com/index.html,353214279747,-8.472956,51.898206,Cork,Cork City,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Mickey Finn's Pub,https://www.wicklowbrewery.ie/mickey-finns.html,35340441661,-6.1448505,52.8893381,Wicklow,Redcross,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Uluru Bar and Restaurant,http://www.uluru.ie,35351855333,-7.084758,52.247231,Waterford,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Into the West Adventures,http://www.intothewestadventures.com,+353(0)879861764,-9.04873348085936,53.2735985438514,Galway,Galway City,Ireland,"Climbing,Activity Operator,Cycling,Fishing,Angling,Kayaking,Walking,Day Tour,Tour"
Sheeran Tours,http://www.sheerantours.com/,+353(0)866081934,-7.3487407,52.9138642,Laois,Abbeyleix,Ireland,"Activity Operator,Tour"
Silken Thomas,https://silkenthomas.com/drink,35345522232,-6.90938119999999,53.1566516,Kildare,,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
West Ireland Cycling,https://westirelandcycling.com,353872056904,-9.05802,53.270207,Galway,Galway City,Ireland,"Cycling,Activity Operator,Bike Rental,Tour"
Paddy's Bar & Restaurant,https://www.facebook.com/PaddysBarTerryglass,3536722147,-8.2034934,53.0546411,Tipperary,Nenagh,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Hanged Man's Pub,https://www.facebook.com/HangedMans-168881112472,35345431515,-6.86465799999999,53.2034011,Kildare,Milltown,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Carrowholly Stables & Trekking Centre,http://www.carrowholly-stables.com,3539827057,-9.5904851,53.8144316,Mayo,Westport,Ireland,"Horse Riding,Equestrian,Activity Operator,Venue,Sports Venues"
The Ragg,http://www.theragg.com,35350451376,-7.9116813,52.7165565,Tipperary,Bouladuff,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
The Forge Bar and Restaurant,https://www.facebook.com/forgepubmoycullen,35391868944,-9.17895169999999,53.3367222999999,Galway,Moycullen,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
South County,https://twitter.com/southcountybar?lang=en,+353(0)214891574,-8.44212252753902,51.87707510092,Cork,Douglas,Ireland,"Food and Drink,Restaurant,Pubs and Bar"
Kerry Way,https://www.sportireland.ie/outdoors/walking/trails/kerry-way?county=39&grade=All&length=All#list,,-9.51142701494814,52.0586164298976,Kerry,Killarney,Republic of Ireland,Walking
O'Malley's Fishing Tackle Specialist,https://www.facebook.com/DavidOMalleys/,353449348300,-7.3459083,53.5245003,Westmeath,Mullingar,Ireland,"Fishing,Angling,Shopping,Shopping Centres and Department Store,Food Shops"
Hazelwood Forest,https://www.coillte.ie/site/hazelwood/,353818367378,-8.426834,54.258001,Sligo,,Ireland,"Walking,Forest Park,Park and Forest Walk,Public Park,Nature and Wildlife"
Sligo Oyster Experience ,https://sligooysterexperience.ie/,353719141883,-8.4732524,54.2724479,Sligo,,Republic of Ireland,"Food and Drink,Restaurant,Activity Operator,Artisan,Cafe,Local Produce,Seafood,Food Trails and Tour,Tour"
Eala Bhán Restaurant,https://www.ealabhan.ie/,353719145823,-8.4729984,54.2712608999999,Sligo,,Ireland,"Food and Drink,Restaurant,Fine Dining,Local Produce"
Walkindublin.com,http://walkindublin.com,35318535833,-6.25941002594458,53.3444646203291,Dublin,Clontarf,Ireland,"Walking,Activity Operator,Tour"
Cork Luxury Travel ,https://www.corkluxurytravel.com/,353868337582,-8.4706315,51.8987528,Cork,Cork City,Ireland,"Activity Operator,Tour"
Cloondavaun Bay Marina,https://discoverloughderg.ie/cloondavaun-bay-marina/,353862590884,-8.304102,53.0653739,Galway,,Ireland,"Marina,Venue"
Wild Atlantic Way 1 Day Coach Tour - Quicktours,http://www.quicktours.ie,35314659972,-6.25923664657511,53.3455498280955,Dublin,,Ireland,
Kildare & Wicklow Heritage Tour - Quicktours,http://www.quicktours.ie,+353(0)14659972,-6.25923664657511,53.3455498280955,Dublin,,Ireland,
Day Tour to the Aran Islands & Wild Atlantic Way - Quicktours,http://www.quicktours.ie,35314659972,-6.25923664657511,53.3455498280955,Dublin,,Ireland,
Aran Islands - 2 Day Tour Quicktours,http://www.quicktours.ie,35314659972,-6.25923664657511,53.3455498280955,Dublin,,Ireland,Tour
The Clare Jam Company,https://www.theclarejamcompany.com/,353657074778,-9.406392,52.9914741,Clare,,Ireland,"Food and Drink,Shopping,Shopping Centres and Department Store,Artisan,Restaurant,Food Shops"
Séan Egan Art Glass,https://www.seaneganartglass.com/,35351849501,-7.1076785,52.2595399,Waterford,,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Food Shops"
Wakedock,http://www.wakedock.ie,35316683945,-6.231404,53.342519,Dublin,Dublin,Ireland,
Cruiser Boats Ireland ,https://www.cruiserboatsireland.com/ ,353851093900,-7.99668579999999,53.6732711999999,Roscommon,Ballyleague,Republic of Ireland,"Cruising,Activity Operator,Boat,Tour"
Achill Island Sea Salt,https://achillislandseasalt.ie/,3539847856,-9.9825784,53.9780747,Mayo,,Ireland,"Craft,Shopping,Artisan,Food and Drink,Restaurant,Food Shops,Tour"
Silver Line Cruisers,https://silverlinecruisers.com/,353579151112,-7.99027,53.193504,Offaly,Banagher,Ireland,"Cruising,Activity Operator,Boat,Tour"
The Poachers Inn Seafood Bar & Restaurant,https://poachers.ie/,353238841159,-8.74515699999999,51.739425,Cork,Bandon,Ireland,"Food and Drink,Restaurant"
Cliffs of Moher Day Tour-Hidden Dublin Walks and Tours,http://www.hiddendublinwalks.com/cliffs-of-moher-day-tour-dublin.php,+353(0)852088117,-6.27811,53.3455,Dublin,Dublin,Ireland,"Activity Operator,Tour"
Wicklow Mountains and Glendalough Tour with Wild Atlantic Flights,http://twitter.com/WldAtlanFlights,+353(0)16854150,-6.4883235625,53.3523151337231,Dublin,Lucan,Ireland,"Activity Operator,Tour"
Bus Éireann - Glendalough and Powerscourt Gardens Day Tour,http://www.instagram.com/dodublintours/,+353(0)1850836611,-6.2523328103897,53.3497316500002,Dublin,,Ireland,"Activity Operator,Tour"
Foley's Seafood And Steak Restaurant,https://foleystownhouse.com/our-restaurant/,353646631217,-9.5101184,52.0606984,Kerry,Killarney,Ireland,"Food and Drink,Restaurant,Seafood,Vegetarian"
Taylor's Bar,https://www.taylorsbarennis.ie/,353868265151,-8.98514899999999,52.8425354,Clare,Ennis,Ireland,"Food and Drink,Pubs and Bar"
Crew's Steak and Seafood Restaurant,https://crews.ie/gallery/restaurant/,3535823422,-7.6171616,52.0885754,Waterford,Dungarvan,Ireland,"Food and Drink,Restaurant"
The Irish Soda Bread Way,https://www.irishsodabreadway.com,353877858655,-9.5223175,53.7994105,Mayo,Westport,Ireland,"Food and Drink,Cooking,Cookery,Learning,Restaurant,Activity Operator"
Turks Head,https://www.paramounthotel.ie/dine-drink/,35316799701,-6.267649,53.344687,Dublin,,Republic of Ireland,"Food and Drink,Pubs and Bar"
Birr Outdoor Education and Training Centre,https://www.birroec.ie/,353579120029,-7.9068021,53.0891914,Offaly,Birr,Ireland,"Climbing,Activity Operator,Kayaking,Walking"
Gourmet Parlour Coffee Shop -  Collooney,https://gourmetparlour.ie/,353719144617,-8.48436259999999,54.1829719,Sligo,Collooney,Ireland,"Food and Drink,Cafe"
Standún,https://www.standun.com/,35391553108,-9.2862055,53.2452244,Galway,Spiddal,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Sheep's Head - Glanaclohy Loop,https://www.sportireland.ie/outdoors/walking/trails/sheeps-head-glounaclohy-walk-drimoleague,,-9.28115762488937,51.6907973604903,Cork,Drimoleague,Ireland,Walking
Drimoleague Heritage Loop,https://www.sportireland.ie/outdoors/walking/trails/drimoleague-heritage-trail,,-9.26103032844169,51.6592879275794,Cork,Drimoleague,Ireland,Walking
Michael Gibbons Walking Ireland,https://walkingireland.com/,3539521379,-10.021,53.4878,Galway,Clifden,Republic of Ireland,"Activity Operator,Tour"
WILD.,https://www.wildfullstop.com/,353876151931,-9.94965899999999,53.554087,Galway,Letterfrack,Ireland,"Walking,Activity Operator,Tour"
Oliver's Bar & Restaurant,,3539544640,-10.1121917,53.556598,Galway,Cleggan,Ireland,"Food and Drink,Restaurant,Seafood"
Lakeside Day Boat Hire,https://lakesidedayboathire.ie/,353873505250,-7.88745342556762,53.4574767456989,Westmeath,Glasson,Ireland,"Cruising,Activity Operator,Boat,Tour"
The Cat & The Moon,https://www.thecatandthemoon.ie/,353719143686,-8.47292809999999,54.2705966,Sligo,,Ireland,"Craft,Shopping,Food Shops"
Luigi Malone's Cork,https://luigimalonescork.com/,353214278877,-8.472305,51.900071,Cork,Cork City,Republic of Ireland,"Food and Drink,Restaurant"
Galway Bay Executive Travel,http://galwaybayexecutivetravel.ie/,35391792305,-8.91920788749022,53.2709576869475,Galway,Oranmore,Republic of Ireland,"Activity Operator,Tour"
The BlueStack Way,https://www.govisitdonegal.com/things-to-do/activities/bluestack-way,,-8.10988002391191,54.6546325077439,Donegal,Donegal Town,Republic of Ireland,Walking
Mullaghareirk - Rowls-Langford Loop,http://www.irishtrails.ie/Trail/Mullaghareirk---Rowls---Langford-loop/94/,,-8.89925563786012,52.130943352372,Cork,Banteer,Republic of Ireland,Walking
Valentia Island - Kerry,https://www.discoverireland.ie/kerry,,-10.3624787374577,51.9057706613253,Kerry,Valentia Island,Republic of Ireland,"Restaurant,Craft,Shopping,Bird Watching,Nature and Wildlife,Climbing,Activity Operator,Cruising,Cycling,Fishing,Angling,Gardening,Horse Riding,Equestrian,Kayaking,Kitesurfing,Windsurfing,Photography,Learning,Sailing,Swimming,Swimming Pools and Water Park,Venue,Walking,Historic Houses and Castle,Island,Offshore Island,Natural Landscape,Cafe,Food and Drink,Local Produce,Pubs and Bar,Seafood"
Sólás na Mara,https://www.solasnamara.ie/,+3535846052,-7.5394444,52.0527778,Waterford,Dungarvan,Republic of Ireland,"Food and Drink,Cafe"
The Western Light Art Gallery,http://www.seancannon.ie,+353(0)9843325,-10.0750834024468,53.9767928960926,Mayo,Achill Island - Acaill,Republic of Ireland,"Craft,Shopping,Art Gallery"
National Sculpture Factory,http://nationalsculpturefactory.com/,+353214314353,-8.4624038,51.8968989,Cork,Cork City,Republic of Ireland,"Craft,Shopping,Learning"
Emma Jane's Coffee Hut,https://www.facebook.com/Emma-Janes-Coffee-Hut-101948432191309,+353872890014,-8.8088422,53.1570592,Galway,Ardrahan,Republic of Ireland,"Food and Drink,Cafe,Fast Food,Restaurant"
"John Hanly Woollen Mills, Shop & Exhibit  ",https://johnhanly.com/,+3536724278,-8.2400527,52.9021238,Tipperary,Nenagh,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Food Shops"
Reel Irish Music Tours,https://www.facebook.com/ReelIrishMusicTours/,+353862771967,-7.4560128,55.1365797,Donegal,Buncrana,Republic of Ireland,"Activity Operator,Traditionally Irish,Venue,Music,Tour"
Urchin Bar & Adventures,https://www.urchin.ie/,+353833743889,-7.7226581,51.9511032,Waterford,Ardmore,Republic of Ireland,"Kayaking,Activity Operator"
Moher Cottage,https://mohercottage.com/,+353872959096,-9.4211378,52.9529765,Clare,Liscannor,Republic of Ireland,"Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops"
Droichead Arts Centre,https://www.droichead.com/,+353419833946,-6.3531272,53.7145293,Louth,Drogheda,Republic of Ireland,"Learning,Art Gallery,Venue,Music,Cafe,Food and Drink,Pubs and Bar,Activity Operator"
Harnan's Bar,https://www.instagram.com/harnansbar/,+353862645565,-6.804627,53.4879333,Meath,Rathmolyon,Republic of Ireland,"Food and Drink,Pubs and Bar"
Rural Adventure Tours,https://www.ruraladventure.ie/ ,+353851632985,-7.152017,54.026111,Cavan,Cootehill,Republic of Ireland,"Climbing,Activity Operator,Kayaking,Walking,Venue,Sports Venues,Day Tour,Tour"
Broadford Ashford Walking Trails - Broadford to Ashford Way,https://walkbroadfordashford.com/trail/broadford-to-ashford-way/,,-8.972707,52.346003,Limerick,Broadford,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Broadford Ashford Walking Trails - Gortnaclohy Loop,https://walkbroadfordashford.com/trail/gortnaclohy-loop/,,-9.05958673450925,52.3602244792707,Limerick,Broadford,Republic of Ireland,Walking
Broadford Ashford Walking Trails - Ashford to Broadford Way,https://walkbroadfordashford.com/trail/ashford-to-broadford-way/,,-9.059633,52.360564,Limerick,Broadford,Republic of Ireland,"Walking,Forest Park,Park and Forest Walk"
Broadford Ashford Walking Trails - Gleann na gCapall Loop,https://walkbroadfordashford.com/trail/gleann-na-gcapall-loop/,,-8.9736273,52.3459256,Limerick,Broadford,Republic of Ireland,Walking
Ursula Tramski Ceramics,http://www.smashingpots.com/,+353877735942,-10.3939452,52.1636901,Kerry,Ballyferriter,Republic of Ireland,"Craft,Shopping,Learning"
